Company Name,Latitude,Longitude,Address,City,State,Country,Industry,Revenue,Website,Phone,Email,Potential,Company Type,Product Category,Product Name,Employee,Employee Details
patspin india ltd,9.9618597,76.2883008,"M.G. Road, Ravipuram 5th Floor, Palal Towers, Ernakulam Kochi-682016 Kerala",Ernakulam,Kerala,India,Textile,,https://www.patspin.com,0484-3928300 /0-99615 56877,"fin.ho@gtntextiles.com, Mumbai@gtntextiles.com",,Manufacturer,Yarns|Knitted Fabrics,INFINITI (COMPACT) Yarn|RING SPUN YARNS|WONDER TWIST (SIRO COMPACT) Yarn|SLUB YARNS|KNITTED FABRICS,"""person 1 name=P C Seksaria, B K Patodia, B L Singhal, N A Abhilash, R Rajagopalan, Rajesh K Mariwala, V Prem Kumar, person 1 role=Director, CEO, Director, Director, Director, Director,, person 1 number=0-99615 56877, person 1 email=cs@patspin.com""",
pavan cotton products pvt ltd,16.2905203,80.4415239,"373/B, Prathipadu Road Pulladigunta, Vatticherukuru Mandal Guntur-522002 Guntur Andhra Pradesh",Guntur Municipal Corporation,Andhra Pradesh,India,Textile,,no website,"0863-2287 345 /2287 245 /0-94402 64849, 9440264849",pavanspinning@yahoo.com,,,,,"""person 1 name=Gopalarao Vupputuri, Lakshmi Vupputuri, person 1 role=Director, Director, person 1 number=, person 1 email=pavanspinning@yahoo.com""",
pavani readymade garments,15.5060979,80.0375495,"36-1-285, Near Influence Showroom, Mangamur Road, Ongole-523001 Guntur Andhra Pradesh",Ongole,Andhra Pradesh,India,Textile,,no website,"9959465888, 9959465888",,,,,,"""person 1 name=Jyothi, person 1 role=Director, person 1 number=9959465888, person 1 email=""",
pavathal spinning mills pvt ltd,10.4451167,77.4614886,"S F 1158/1, 11692 Kolumam Road, Neikkarapatti Palani Neikkarapatti-624615 Dindigul Tamil Nadu",Kalaiyamputtur,Tamil Nadu,India,Textile,,no website,04545- 255 216 / 255 162 / 255 176/0-93642 14501,pavathal@gmail.com,,,,,"""person 1 name=Jayaraman Valliyagounder, Rajavelu Kuppanna Gounder, Natarajamudaliar Balakrishnan, Sathishkumar Nesamani, C Santosh Kumar, person 1 role=Director, Director, Director, Director,, person 1 number=0-93642 14501, person 1 email=pavathal@gmail.com""",
pazhamudir mills,10.9995985,77.0256073,304-D Trichy Road Singanallur Coimbatore-641005 Coimbatore Tamil Nadu,,Tamil Nadu,India,Textile,,no website,0422-2270331,maruthu_co@yahoo.co.in,,,,,"""""",
pbm polytex ltd,22.3099176,73.1737506,"Ramkrishna Chambers, 8th Floor Productivity Road, Alkapuri Vadodara-390007 Vadodara Gujarat",Vadodara,Gujarat,India,Textile,,https://www.pbmpolytex.com,0265-2333 586 / 2333 587 /2333 841/75073 43948,pbm@patodiagroup.com,,Manufacturer,Yarn,100% combed cotton yarn,"""person 1 name=Jugalkishore Maneklal Todi, Ashok Anandpriya Pandit, Gopal Patodia, Hari Prasad Siotia, Krishan Kumar Patodia, Mohan Kumar Patodia, S M Kotadia, R Subramanian, person 1 role=Director, Director, Director, Director, Director, Director, ,, person 1 number=0-75073 43948, 0-90110 16282, person 1 email=pbmmills@patodiagroup.com""",
pearl global ltd,28.4476576,77.0427916,"Pearl Tower, Plot No. 51, Sector 32, Gurgaon-122102 Gurgaon Haryana",Gurugram,Haryana,India,Textile,,https://www.pearlglobal.com,0124-465 1000,"info@pearlglobal.com, sandeep.sabharwal@houseofpearl.com",,Manufacturer|Supplier,Knits|Wovens|Denim|Outerwear|Sleepwear & Lounge|Childrenswear|Activewear & Athleisure,Knits|Wovens|Denim|Outerwear|Sleepwear & Lounge|Childrenswear|Activewear & Athleisure,"""person 1 name=Shifalli Seth, Anshuman Khanna, Anil Nayar, Ashutosh Prabhudas Bhupatkar, Sanjay Pershad, Santosh Gadia, Eepak Seth, Pallak Seth, Pulkit Seth, Gopalan Azhakathkodoli Nair, Shelley Cherian, person 1 role=Director, Director, Director, Director, Director, Director, Director, Director, Director, Director, Director, person 1 number=, person 1 email=""",
pee vee textiles ltd,18.9440266,72.8245567,"202, Niranjan, 99, Marine Drive Mumbai-400002 Mumbai Maharashtra",,Maharashtra,India,Textile,,https://www.peeveetextiles.com,022-22045823/24/0-99224 03754,"info@peeveetextiles.com, naveen@peeveetextiles.com, aakade@peeveetextiles.com, ho@peeveetextiles.com",,,,,"""person 1 name=Kulbhushan Gurcharndas Khullar, Prabal Roy Ranjan, Arunkumar Gwaldasji Mohota, Sarladevi Gwaldasji Mohota, Adarshkumar Arunkumar Mohota, Jatinder Udebhan Kasturia, Manish Rathod, person 1 role=Director, Director, Director, Director, Director, Director,, person 1 number=0-99224 03754, person 1 email=ho@peeveetextiles.com""",
penguin apparels pvt ltd,9.9484774,78.0944775,"2, Meenakshi Nagar GST Road, Pasumalai Pasumalai-625004 Madurai Tamil Nadu",Madurai,Tamil Nadu,India,Textile,,https://www.penguinapparels.com,0452-2372377 / 2372477 /2482973 / 2482793,"anbukani@penguinapparels.com, accounts@penguinapparels.com, manivannan@penguinapparels.com",,Manufacturer/Exporter,Outerwear|Bottoms|Shirts|Suits,Outerwear|Bottoms|Shirts|Suits,"""person 1 name=Mariappan Anbukani, Kottai Ramasamy Uthayam, Ayyasamy Mariappan, person 1 role=Director, Director, Director, person 1 number=, person 1 email=accounts@penguinapparels.com""",
pentagon garments,9.5388032,77.9421132,"1/407,D.P-2,SIDCO Industrial Estate Sulakkarai, Soolakkarai-626003 Virudhunagar Tamil Nadu",Kooraikundu,Tamil Nadu,India,Textile,,https://www.pentagontextiles.com,"0-9750943101, 9750943101",jawahar@pentagontextiles.com,,,,,"""person 1 name=Karpagavalli Govindaraj, Jawahar Govindaraj, person 1 role=Director, Director, person 1 number=, person 1 email=""",
peppermint clothing pvt ltd,18.197361,74.617001,"Plot No. E-1, MIDC Baramati Baramati-413133 Baramati Pune Maharashtra",,Maharashtra,India,Textile,,https://www.peppermint.in,0-84110 02333,"enquiry@peppermint.in, pramesh@peppermint.in",,Retailer,Infants|Toddlers|Kids|Youth|Full Body Wear|Clothing Sets|Bottom Wear,Skort Set|Shorts Set|Dress|Pants Set|Dungarees|Jumpsuit|Skirts|Capris|Culottes,"""person 1 name=Rajendra Mithulal Katariya, Santosh Mithulal Katariya, Kamlesh Mithulal Katariya, person 1 role=Director, Director, Director, person 1 number=, person 1 email=pramesh@peppermint.in""",
perfect filaments ltd,18.9597119,72.8246444,"380/382, Sanker Seth Building, Room No.25 Chira Bazar, 2nd Floor Mumbai-400002 Mumbai Maharashtra",,Maharashtra,India,Textile,,https://www.perfectfilament.com,022-22011077,ho@perfectfilament.com,,Manufacturer/Exporter,Yarn,POY|DTY|Airtex|Inherent Fire Retardant Yarn|Inherent Antimicrobial Yarn|Inherent Wicking Effect Yarn|Dope Dyed Yarn|Cationic Yarn|Full Dull Yarn|Millange Yarn|Discat Yarns|CiCLO Yarn|Ocean Bound Plastic Yarn,"""person 1 name=Jyotsna Rajesh Koli, Dilipkumar Ramashankar Pandey, Latadevi Madanlal Gupta, Niharika Ronak Gupta, Rajendra Madanlal Gupta, Priya Gupta, person 1 role=Director, Director, Director, Director, Director, Director, person 1 number=, person 1 email=""",
perlei textiles pvt ltd,11.1392759,77.3199215,"11/1, J14 Thanner Pandal Colony Annupalayam P.O. Anupparpalayam-641652 Pollachi Coimbatore Tamil Nadu",,Tamil Nadu,India,Textile,,https://www.perlei.in,0421 2257153/2478265,"rajshri@perlei.in, accounts1@perlei.in",,Exporter/Manufacturer,Womenswear|Menswear|Kidswear,T-shirts|Polo's|Dresses|Sweatshirts|Sleepwear|Crew necks|Hoodies|Shorts|Coordinate Sets,"""person 1 name=Neela Giriraj Mohatta, Marcus Luz, person 1 role=Director, Director, person 1 number=, person 1 email=accounts1@perlei.in""",
permeshwar fashions impex pvt ltd,19.1198382,72.8729633,"Plot No.52, 7th Road, M.I.D.C, Marol, Andheri East Mumbai-400093 Mumbai Maharashtra",Mumbai,Maharashtra,India,Textile,,https://www.permeshwar.com,"022 6729 0200, 6729 0290",permeshwar@permeshwar.com,,Exporter/Manufacturer,Girls Apparel|Boys Apparel|Women Apparel|Men Apparel|Knitwear Sets|Loungewear|Nightwear|Robes,,"""person 1 name=Varundev Bazzardev Sadh, Bazzardev Parmeshwar Sadh, Ananddev Bazzardev Sadh, Uttamdev Bazzardev Sadh, person 1 role=Director, Director, Director, Director, person 1 number=, person 1 email=""",
perumal spinning mills pvt ltd,11.6621086,78.1981741,"Cuddalore Main Road, Seshanchavadi Seshanchavadi-636111 Salem Tamil Nadu",Salem,Tamil Nadu,India,Textile,,no website,"0427-230 364 / 230 365 / 230 366 / 0-90039 41796, 9003941796",,,,,,"""person 1 name=Ashokaraman Murugavel, Ashokaraman Shakthikumar, Karthi Ashokaraman, Perumal Ashokaraman, person 1 role=Director, Director, Director, Director, person 1 number=, person 1 email=""",
petrole service india pvt ltd,28.5233237,77.207864,"16 E, Community Centre Basant Lok New Delhi-110057 Delhi Delhi",Delhi,,India,Textile,,https://www.blackberrys.com,011-26146871,dinesh.grover@blackberrys.com,,Retailer/Brand,Topwear|Bottomwear|Suits & Blazers|Footwear|Accessories|Innerwears|Winterwear,Formal Shirts|Casual Shirts|Party Shirts|Polos|Crew Neck T-Shirts|Formal Trousers|Casual Trousers|Jeans|Shorts|Suits|Blazers|Waistcoats|Indo Western|Sweatshirts|Jackets|Sweaters,"""person 1 name=Nitin Mohan, Rajendra Mohan, Nikhil Mohan, person 1 role=Director, Director, Director, person 1 number=, person 1 email=dinesh.grover@blackberrys.com""",
phenix spinning pvt ltd,21.8487411,71.3089962,Bhavnagar Highway At - Aliudepur Amreli-365430 Amreli Gujarat,Babra,Gujarat,India,Textile,,no website,"094096 00000, 9409600000",abkothiyaca@yahoo.co.in,,,,,"""person 1 name=Jigarkumar Parshottambhai Rupala, Mehul Maganbhai Patel, Dharmendra Valjibhai Hirpara, Dharmesh Maganlal Patel, Tejas Vajubhai Gol, Himanshu Jagubhai Patel, person 1 role=Director, Director, Director, Director, Director, Director, person 1 number=, person 1 email=abkothiyaca@yahoo.co.in""",
phoenix international ltd,28.5406355,77.1292156,"A-219, Street No. 5 Mahipalpur Extension. New Delhi-110037 Delhi Delhi",New Delhi,,India,Textile,,https://phoenixinternational.co.in,011 30681000,,,,,,"""person 1 name=R K Singhal, Narender Kumar Makkar, Narendra Aggarwal, Paruvatharayil Mathai Alexander, Jitendra Kumar Pancharia, Rekha Mittal, person 1 role=Chief Executive, Director, Director, Director, Director, Director, person 1 number=, person 1 email=narendermakkar@yahoo.com""",
pilkhuwa water proofing co pvt ltd,28.651726,77.4766659,Jindal Nagar NH 24 Ghaziabad-201002 Ghaziabad Uttar Pradesh,Ghaziabad,Uttar Pradesh,India,Textile,,no website,"0120-267 8899 / 0-88600 62485, 8860062485",pwpc2000@yahoo.com,,,,,"""person 1 name=Anant Singhal, Sangeeta Singhal, Rajkumar Singhal, Anuj Kumar Singhal, Shreya Singhal, person 1 role=Director, Director, Director, Director, Director, person 1 number=, person 1 email=""",
pioneer embroideries ltd,19.1726878,72.8466322,"Unit No 21 to 25, 2nd Floor, Orient House, 3A Udyag Nagar, Off S.V. Road, Goregaon (West), Mumbai-400062 Mumbai Maharashtra",Mumbai,Maharashtra,India,Textile,,https://pelhakoba.com,"022-4223 2323,4223 2313",mumbai@pelhakoba.com,,Manufacturer/Exporter,Yarn|Fabrics|Laces|Accessories|Apparel,Apparels|Dope Dyed Polyster Yarns|Elastics|Embroidered Fabrics and Laces|Fancy Laces|Flat Bed Knitted Laces|Motifs / Collars / Necks|Torchon / Bobbin Laces (Crochet),"""person 1 name=Raj Kumar Sekhani, Harsh Vardhan Bassi, Gopalkrishnan Sivaraman, Sujata Chakravarty, Gangadharan Kandam Rama Panicker, Joginder Kumar Baweja, person 1 role=Chairman, Managing Director, Director, Director, Director, Director, person 1 number=, person 1 email=mumbai@pelhakoba.com""",
pioneer spinning and weaving mills ltd,13.410906,79.5612396,Nandimangalam Puttur Village Nandimangalam-517583 Puttur Chitoor Andhra Pradesh,Rachapalle,Andhra Pradesh,India,Textile,,no website,08577-201414 /201025 /221229/0-94410 80528,piospin@gmail.com,,,,,"""person 1 name=Venkatesan Bhaskaran, Ashwin Kakumanu, Pitcheswara Rao Achanta, Beena Kosaraju, Tara Keerthi Kakumanu, Sambandam Prakash, N Ramachandrudu, person 1 role=Director, Director, Director, Director, Director, Director,, person 1 number=94410 80528, person 1 email=piospin@gmail.com""",
pkpn spinning mills pvt ltd,11.3611939,77.7537913,"No 5, Bye Pass Road, Pallipalayam, Pallipalayam-638006 Namakkal Tamil Nadu",Pallipalayam,Tamil Nadu,India,Textile,,https://pkpn.co.in,"9600782777 /0428-28240094, 9600782777",,,,,,"""person 1 name=Krittika, person 1 role=Director, person 1 number=9600782777, person 1 email=""",
planet spinning mills pvt ltd,23.0224691,72.5560728,"802, Saffron Building, Ambawadi Near Panchwati Cross Road Ahmedabad-380006 Ahmedabad Gujarat",Navrangpura,Gujarat,India,Textile,,no website,079-2640 8074 /2646 3838,planetspinning@yahoo.com,,,,,"""person 1 name=Rajendrakumar Chandulal Arya, Karan Rajendrakumar Arya, person 1 role=Director, Director, person 1 number=, person 1 email=planetspinning@yahoo.com""",
plastobatch pvt ltd,13.1125816,80.1777111,"19 (31A/12C), 4th Cross Main Road Aavin Dairy Road, SIDCO Industrial Estate, Ambattur Chennai-600098 Chennai Tamil Nadu",Chennai Corporation,Tamil Nadu,India,Textile,,https://www.kkmasterbatches.com,"044-42625550 /43237779 /0-98408-82786, 9840882786","info@kkmasterbatches.com, varun@kkmasterbatches.com",,Manufacturer,Colour Masterbatches|White & Black Masterbatches|Additive Masterbatches|Universal Masterbatches|Bio Masterbatches,Universal Masterbatch|ROHS Masterbatch|Pearl/Metallic effect masterbatch|Optical Brightners|UV Stabilisers|Heat Stabilisers|Slip Additive|Processing Aid Masterbatch|Bio-degradable masterbatches|Compostable masterbatches,"""person 1 name=Krishna Kumar Kankani, Varun Kankani, Prabha Kankani, person 1 role=Director, Director, Director, person 1 number=, person 1 email=varun@kkmasterbatches.com""",
platinium textile park ( ekta enterprise),21.3703099,73.0552854,Tadkeshwar Village Palsana Tehsil Tadkeshwar-394170 Surat Gujarat,,Gujarat,India,Textile,,no website,"0-93766-66666, 9376666666",ektaenterprise@rediffmail.com,,,,,"""person 1 name=Rajesh Poddar, person 1 role=, person 1 number=0-93766-66666, person 1 email=""",
platinum synthetics pvt ltd,21.1843665,72.8328793,"No. 104, Empire State Building, Ring Road, Surat-395002 Surat Gujarat",Surat,Gujarat,India,Textile,,no website,"0261-2332631 / 9913083598, 9913083598",ca.hpdc@gmail.com,,,,,"""person 1 name=Mohammed Shafi Ibrahim Daruwala, Abdulkadir Abdulsattar Memon, person 1 role=Director, Director, person 1 number=, person 1 email=ca.hpdc@gmail.com""",
platinum textiles ltd,18.9169768,72.8176873,97 & 99 Maker Tower 'F' Cuffe Parade Mumbai-400005 Mumbai Maharashtra,,Maharashtra,India,Textile,,https://platinumtextiles.co.uk,022-4029 0011,contact@pittie.com,,,,,"""person 1 name=V.S. Reddy, Praveen Shelley, Kanak Ray, Prakash Lavji Vaghela, Chirag Vinod Kumar Pittie, Prafulla Gattani, Palak Kanaiyalal Bhavsar, person 1 role=Director, Director, President, Director, Director, Director, Director, person 1 number=, person 1 email=contact@platinumtextiles.com""",
pmc textiles,11.6721782,78.1897459,"381,Chinnammapet, Veeranam Main Road, Allikuttai P.O. Allikuttai-636003 Salem Tamil Nadu",Salem,Tamil Nadu,India,Textile,,no website,0427-2296950 / 2296951,contact@pmctex.com,,,,,"""""",
pmp textiles and spinning mills ltd,12.0302481,78.1032529,Thangam Nagar Pagalpatti Pagalpatti- Dharmapuri Tamil Nadu,,Tamil Nadu,India,Textile,,https://pmplungis.com,"044 2535 1498 /4208 0348/0-98419 12396, 9841912396",rpmuthuswamy@gmail.com,,,,,"""person 1 name=Rajaram Pichai Muthuswamy, Rajeswari Muthuswamy, Pitchai Muthuswamy, person 1 role=Director, Director, Director, person 1 number=, person 1 email=rpmuthuswamy@gmail.com""",
pnr industries ltd,21.089264,72.9206103,"518 -519, Jeevan Deep Complex, Opp. JK Tower, Ring Road, D-54, Plot Road No. 24, Hojiwala Industrial Estate, Surat-395002 Surat Gujarat",Sachin,Gujarat,India,Textile,,https://pnrindustries.in,"0261 2320375, 2321968, 2325723",info@pnrindustries.in,,Manufacturer/Exporter,Twisted and Plied Yarns|Cabled & High Bulk Yarns|Space Dyed Yarns|Fancy Yarns,Twisted and Plied Yarns|Cabled & High Bulk Yarns|Space Dyed Yarns|Fancy Yarns,"""person 1 name=Sujata Puneetkumar Rungta, Nikunj Puneet Rungta, Kesharlal Mahaveer Prasad Rungta, person 1 role=Director, Director, Director, person 1 number=, person 1 email=info@pnrindustries.com""",
point textiles pvt ltd,11.2538689,77.562337,"R37,R38 SIPCOT Industrial Growth Centre P V Palayam West Perundurai-638052 Erode Tamil Nadu",Perundurai,Tamil Nadu,India,Textile,,https://pointtextile.com,4294234102,accounts@sulochanamills.in,,Exporter/Sourcing Partner,Yarn|Fabric|Dyed Fabric|Ready-made Clothes,Yarn|Raw Knitted Fabric|Dyed Fabric|Ready-made Clothes,"""person 1 name=Gopal Damodaran Gopalakrishnan, Shanmugamchettiar Krishnakumar, Krishnakumar Asha, Kunjammal ., Krishnakumar Kaushikmurugan ., Prithvi Murugan Krishnakumar, person 1 role=Director, Director, Director, Director, Director, Director, person 1 number=, person 1 email=accounts@sulochanamills.in""",
polygenta technologies ltd,19.1182789,72.8571107,"B-302, Dipti Classic Suren Road, Andheri (East) Mumbai-400093 Mumbai Maharashtra",Mumbai,Maharashtra,India,Textile,,https://revalyu.com,022-6193 3333,"info@polygenta.com, customercare@polygenta.com",,Manufacturer,Recycled Polyester Filament Yarn|rPET chips,POY filament yarn|DTY filament yarn|rPET chips|Fully Drawn Yarn (FDY)|Dope-dyed yarns|Yarn-dyed yarns|De-torque yarns|Recycled filament yarns with lycra/spandex,"""person 1 name=Amit Haria, Prakash Chandra Lohumni, Santosh Kumar Maskara, Subodh Maskara, Vinit Kumar Baid, Dhanvant Yeola, person 1 role=Director, Director, Chairman, Director, Director, Executive Director (Technical), person 1 number=, person 1 email=companysecretary@polygenta.com""",
polylon fabrics pvt ltd,29.4026607,76.9688093,"Adjacent Police Line, G.T. Road, Panipat-132103 Panipat Haryana",Panipat,Haryana,India,Textile,,https://www.polylonfabrics.com,"9,99,67,87,12,19,99,67,00,000","amit@weavers-india.com,abhay@polylonindustries.com",,Trader/Retailer/Manufacturer,Microfiber Cloth|Polyester Blanket|Cleaning Cloth|Mink Blankets|Microfiber Cleaning Towel|Microfiber Duster|Velvet Fabric|Fleece Fabric|Bed Sheets|Lycra Fabric,Microfiber Fabric Cloth|Printed Wool Blanket|Duster Microfiber Fabric|Super Cloudy Blankets|Car Wash Microfiber Towel|Plain Velvet Fabric|Polar Fleece Fabric|Cotton Bed Sheet|Velvet Lehenga Choli,"""person 1 name=Amit Goel,Abhay Garg, person 1 role=Chairman,Head Marketing, person 1 number=9996787121, person 1 email=amit@weavers-india.com,abhay@polylonindustries.com""",
polynova industries ltd,19.0721175,72.866091,"159 CST Road, Kolivery Village, Vidya Nagari, Kalina, Santacruz East, Mumbai-400098 Mumbai Maharashtra",Mumbai,Maharashtra,India,Textile,,https://polynovaindia.com,"022 4268 7878,022 4268 7800","sales@polynovaindia.com,polynova@lupin.com",,Manufacturer,Automotive Fabrics|Contract Furnishing Fabrics|Healthcare Fabrics|Marine Fabrics|Stationery Fabrics|Footwear Materials|Specialty Products,Four-Wheeler Seating Fabric|Convertible Top Materials|Two-Wheeler Seating Fabric|Home & Restaurant Seating Fabric|Hospital Mattresses|Boat Seating & Interiors|Unsupported PVC|Shoes & Sandal Uppers|Parachute Materials|High-Altitude Clothing,"""person 1 name=Sunil Makharia,Nilesh Deshbandhu Gupta,Khushi Ram Gupta,Manju Deshbandhu Gupta, person 1 role=Director,Director,Director,Director, person 1 number=, person 1 email=polynova@lupin.com""",
polyspin exports ltd,9.5887697,77.9535635,"1, Railway Feeder Road, Cholapuram South, Solapuram-626139 Virudhunagar Tamil Nadu",Virudhunagar,Tamil Nadu,India,Textile,,https://polyspin.in,04563-284503/504,fibc@polyspin.in,,Service,Firearms Training,Concealed Carry Classes In English|Concealed Weapons Permit Course in Spanish,"""person 1 name=Sinthalapadi Ramakrishna Raja Venkatana,Ramamirtham Sundharam,Rajesh Devarajan,Durga Ramji,Sengalipuram Ramamurthy Subramanian,Kottimukkalu Subramania Raja Pradeep, person 1 role=Director,Director,Director,Director,Director,Director, person 1 number=, person 1 email=fibc@polyspin.in""",
